#Fusion Locus Fused/NoFused Arm Telomere Terminal/InternalTEL GenDistToTEL DisplacementFromNEwrtWT
LC_IV_XV_cen15 chr2_50_470400_480000 NoFused armR CENTR2 TerminalTEL 238400 1.356
LC_IV_XV_cen15 chr2_51_480000_489600 NoFused armR CENTR2 TerminalTEL 248000 1.765
LC_IV_XV_cen15 chr2_52_489600_499200 NoFused armR CENTR2 TerminalTEL 257600 2.293
LC_IV_XV_cen15 chr2_53_499200_508800 NoFused armR CENTR2 TerminalTEL 267200 2.715
LC_IV_XV_cen15 chr2_54_508800_518400 NoFused armR CENTR2 TerminalTEL 276800 2.115
LC_IV_XV_cen15 chr2_55_518400_528000 NoFused armR CENTR2 TerminalTEL 286400 1.381
LC_IV_XV_cen15 chr2_56_528000_537600 NoFused armR TELR2 TerminalTEL 283200 -0.186
LC_IV_XV_cen15 chr2_57_537600_547200 NoFused armR TELR2 TerminalTEL 273600 -0.937
LC_IV_XV_cen15 chr2_58_547200_556800 NoFused armR TELR2 TerminalTEL 264000 -0.755
LC_IV_XV_cen15 chr2_59_556800_566400 NoFused armR TELR2 TerminalTEL 254400 -1.198
LC_IV_XV_cen15 chr2_60_566400_576000 NoFused armR TELR2 TerminalTEL 244800 -1.201
LC_IV_XV_cen15 chr2_61_576000_585600 NoFused armR TELR2 TerminalTEL 235200 -0.89
LC_IV_XV_cen15 chr2_62_585600_595200 NoFused armR TELR2 TerminalTEL 225600 -1.385
LC_IV_XV_cen15 chr2_63_595200_604800 NoFused armR TELR2 TerminalTEL 216000 -1.515
LC_IV_XV_cen15 chr2_64_604800_614400 NoFused armR TELR2 TerminalTEL 206400 -1.73
LC_IV_XV_cen15 chr2_65_614400_624000 NoFused armR TELR2 TerminalTEL 196800 -1.395
LC_IV_XV_cen15 chr2_66_624000_633600 NoFused armR TELR2 TerminalTEL 187200 -2.078
LC_IV_XV_cen15 chr2_67_633600_643200 NoFused armR TELR2 TerminalTEL 177600 -2.017
LC_IV_XV_cen15 chr2_68_643200_652800 NoFused armR TELR2 TerminalTEL 168000 -1.512
LC_IV_XV_cen15 chr2_69_652800_662400 NoFused armR TELR2 TerminalTEL 158400 -1.482
LC_IV_XV_cen15 chr2_70_662400_672000 NoFused armR TELR2 TerminalTEL 148800 -1.93
LC_IV_XV_cen15 chr2_71_672000_681600 NoFused armR TELR2 TerminalTEL 139200 -2.898
LC_IV_XV_cen15 chr2_72_681600_691200 NoFused armR TELR2 TerminalTEL 129600 -3.897
LC_IV_XV_cen15 chr2_73_691200_700800 NoFused armR TELR2 TerminalTEL 120000 -4.366
LC_IV_XV_cen15 chr2_74_700800_710400 NoFused armR TELR2 TerminalTEL 110400 -3.532
LC_IV_XV_cen15 chr2_75_710400_720000 NoFused armR TELR2 TerminalTEL 100800 -3.601
LC_IV_XV_cen15 chr2_76_720000_729600 NoFused armR TELR2 TerminalTEL 91200 -3.543
LC_IV_XV_cen15 chr2_77_729600_739200 NoFused armR TELR2 TerminalTEL 81600 -3.355
LC_IV_XV_cen15 chr2_78_739200_748800 NoFused armR TELR2 TerminalTEL 72000 -4.668
LC_IV_XV_cen15 chr2_79_748800_758400 NoFused armR TELR2 TerminalTEL 62400 -6.365
LC_IV_XV_cen15 chr2_80_758400_768000 NoFused armR TELR2 TerminalTEL 52800 -8.117
LC_IV_XV_cen15 chr2_81_768000_777600 NoFused armR TELR2 TerminalTEL 43200 -8.336
LC_IV_XV_cen15 chr2_82_777600_787200 NoFused armR TELR2 TerminalTEL 33600 -7.869
LC_IV_XV_cen15 chr2_83_787200_796800 NoFused armR TELR2 TerminalTEL 24000 -5.63
LC_IV_XV_cen15 chr2_84_796800_806400 NoFused armR TELR2 TerminalTEL 14400 -4.114
LC_IV_XV_cen15 chr2_85_806400_816000 NoFused armR TELR2 TerminalTEL 4800 -3.894
LC_IV_XV_cen15 chr3_1_0_9600 NoFused armL TELL3 TerminalTEL 4800 0.789
LC_IV_XV_cen15 chr3_2_9600_19200 NoFused armL TELL3 TerminalTEL 14400 0.684
LC_IV_XV_cen15 chr3_3_19200_28800 NoFused armL TELL3 TerminalTEL 24000 1.252
LC_IV_XV_cen15 chr3_4_28800_38400 NoFused armL TELL3 TerminalTEL 33600 1.192
LC_IV_XV_cen15 chr3_5_38400_48000 NoFused armL TELL3 TerminalTEL 43200 0.693
LC_IV_XV_cen15 chr3_6_48000_57600 NoFused armL TELL3 TerminalTEL 52800 0.893
LC_IV_XV_cen15 chr3_7_57600_67200 NoFused armL CENTR3 TerminalTEL 49600 0.484
LC_IV_XV_cen15 chr3_8_67200_76800 NoFused armL CENTR3 TerminalTEL 40000 0.273
LC_IV_XV_cen15 chr3_9_76800_86400 NoFused armL CENTR3 TerminalTEL 30400 0.284
LC_IV_XV_cen15 chr3_10_86400_96000 NoFused armL CENTR3 TerminalTEL 20800 0.787
LC_IV_XV_cen15 chr3_11_96000_105600 NoFused armL CENTR3 TerminalTEL 11200 0.688
LC_IV_XV_cen15 chr3_12_105600_115200 NoFused armL CENTR3 TerminalTEL 1600 0.287
LC_IV_XV_cen15 chr3_13_115200_124800 NoFused armR CENTR3 TerminalTEL 8000 -0.56
LC_IV_XV_cen15 chr3_14_124800_134400 NoFused armR CENTR3 TerminalTEL 17600 -1.591
LC_IV_XV_cen15 chr3_15_134400_144000 NoFused armR CENTR3 TerminalTEL 27200 -1.983
LC_IV_XV_cen15 chr3_16_144000_153600 NoFused armR CENTR3 TerminalTEL 36800 -2.753
LC_IV_XV_cen15 chr3_17_153600_163200 NoFused armR CENTR3 TerminalTEL 46400 -2.771
LC_IV_XV_cen15 chr3_18_163200_172800 NoFused armR CENTR3 TerminalTEL 56000 -3.514
LC_IV_XV_cen15 chr3_19_172800_182400 NoFused armR CENTR3 TerminalTEL 65600 -3.574
LC_IV_XV_cen15 chr3_20_182400_192000 NoFused armR CENTR3 TerminalTEL 75200 -3.398
LC_IV_XV_cen15 chr3_21_192000_201600 NoFused armR CENTR3 TerminalTEL 84800 -3.762
LC_IV_XV_cen15 chr3_22_201600_211200 NoFused armR CENTR3 TerminalTEL 94400 -4.589
LC_IV_XV_cen15 chr3_23_211200_220800 NoFused armR TELR3 TerminalTEL 100800 -4.501
LC_IV_XV_cen15 chr3_24_220800_230400 NoFused armR TELR3 TerminalTEL 91200 -4.761
LC_IV_XV_cen15 chr3_25_230400_240000 NoFused armR TELR3 TerminalTEL 81600 -4.903
LC_IV_XV_cen15 chr3_26_240000_249600 NoFused armR TELR3 TerminalTEL 72000 -5.145
LC_IV_XV_cen15 chr3_27_249600_259200 NoFused armR TELR3 TerminalTEL 62400 -6.102
LC_IV_XV_cen15 chr3_28_259200_268800 NoFused armR TELR3 TerminalTEL 52800 -6.46
LC_IV_XV_cen15 chr3_29_268800_278400 NoFused armR TELR3 TerminalTEL 43200 -6.813
LC_IV_XV_cen15 chr3_30_278400_288000 NoFused armR TELR3 TerminalTEL 33600 -6.508
LC_IV_XV_cen15 chr3_31_288000_297600 NoFused armR TELR3 TerminalTEL 24000 -4.686
LC_IV_XV_cen15 chr3_32_297600_307200 NoFused armR TELR3 TerminalTEL 14400 -2.912
LC_IV_XV_cen15 chr3_33_307200_316800 NoFused armR TELR3 TerminalTEL 4800 -3.279
LC_IV_XV_cen15 chr4_1_0_9600 Donor armL TELL4 TerminalTEL 4800 -8.164
LC_IV_XV_cen15 chr4_2_9600_19200 Donor armL TELL4 TerminalTEL 14400 -9.857
LC_IV_XV_cen15 chr4_3_19200_28800 Donor armL TELL4 TerminalTEL 24000 -11.419
LC_IV_XV_cen15 chr4_4_28800_38400 Donor armL TELL4 TerminalTEL 33600 -13.153
LC_IV_XV_cen15 chr4_5_38400_48000 Donor armL TELL4 TerminalTEL 43200 -14.901
LC_IV_XV_cen15 chr4_6_48000_57600 Donor armL TELL4 TerminalTEL 52800 -15.94
LC_IV_XV_cen15 chr4_7_57600_67200 Donor armL TELL4 TerminalTEL 62400 -16.908
LC_IV_XV_cen15 chr4_8_67200_76800 Donor armL TELL4 TerminalTEL 72000 -17.815
LC_IV_XV_cen15 chr4_9_76800_86400 Donor armL TELL4 TerminalTEL 81600 -18.364
LC_IV_XV_cen15 chr4_10_86400_96000 Donor armL TELL4 TerminalTEL 91200 -19.313
LC_IV_XV_cen15 chr4_11_96000_105600 Donor armL TELL4 TerminalTEL 100800 -20.569
LC_IV_XV_cen15 chr4_12_105600_115200 Donor armL TELL4 TerminalTEL 110400 -22.908
LC_IV_XV_cen15 chr4_13_115200_124800 Donor armL TELL4 TerminalTEL 120000 -25.841
LC_IV_XV_cen15 chr4_14_124800_134400 Donor armL TELL4 TerminalTEL 129600 -27.917
LC_IV_XV_cen15 chr4_15_134400_144000 Donor armL TELL4 TerminalTEL 139200 -29.407
LC_IV_XV_cen15 chr4_16_144000_153600 Donor armL TELL4 TerminalTEL 148800 -31.295
LC_IV_XV_cen15 chr4_17_153600_163200 Donor armL TELL4 TerminalTEL 158400 -33.367
LC_IV_XV_cen15 chr4_18_163200_172800 Donor armL TELL4 TerminalTEL 168000 -35.367
LC_IV_XV_cen15 chr4_19_172800_182400 Donor armL TELL4 TerminalTEL 177600 -37.703
LC_IV_XV_cen15 chr4_20_182400_192000 Donor armL TELL4 TerminalTEL 187200 -40.576
LC_IV_XV_cen15 chr4_21_192000_201600 Donor armL TELL4 TerminalTEL 196800 -42.332
LC_IV_XV_cen15 chr4_22_201600_211200 Donor armL TELL4 TerminalTEL 206400 -43.812
LC_IV_XV_cen15 chr4_23_211200_220800 Donor armL TELL4 TerminalTEL 216000 -46.564
LC_IV_XV_cen15 chr4_24_220800_230400 Donor armL CENTR4 TerminalTEL 222400 -48.706
LC_IV_XV_cen15 chr4_25_230400_240000 Donor armL CENTR4 TerminalTEL 212800 -50.436
LC_IV_XV_cen15 chr4_26_240000_249600 Donor armL CENTR4 TerminalTEL 203200 -51.558
LC_IV_XV_cen15 chr4_27_249600_259200 Donor armL CENTR4 TerminalTEL 193600 -51.773
LC_IV_XV_cen15 chr4_28_259200_268800 Donor armL CENTR4 TerminalTEL 184000 -51.391
LC_IV_XV_cen15 chr4_29_268800_278400 Donor armL CENTR4 TerminalTEL 174400 -50.605
LC_IV_XV_cen15 chr4_30_278400_288000 Donor armL CENTR4 TerminalTEL 164800 -49.106
LC_IV_XV_cen15 chr4_31_288000_297600 Donor armL CENTR4 TerminalTEL 155200 -46.852
LC_IV_XV_cen15 chr4_32_297600_307200 Donor armL CENTR4 TerminalTEL 145600 -44.27
LC_IV_XV_cen15 chr4_33_307200_316800 Donor armL CENTR4 TerminalTEL 136000 -39.639
LC_IV_XV_cen15 chr4_34_316800_326400 Donor armL CENTR4 TerminalTEL 126400 -33.499
LC_IV_XV_cen15 chr4_35_326400_336000 Donor armL CENTR4 TerminalTEL 116800 -27.514
LC_IV_XV_cen15 chr4_36_336000_345600 Donor armL CENTR4 TerminalTEL 107200 -19.855
LC_IV_XV_cen15 chr4_37_345600_355200 Donor armL CENTR4 TerminalTEL 97600 -10.694
LC_IV_XV_cen15 chr4_38_355200_364800 Donor armL CENTR4 TerminalTEL 88000 -0.038
LC_IV_XV_cen15 chr4_39_364800_374400 Donor armL CENTR4 TerminalTEL 78400 11.796
LC_IV_XV_cen15 chr4_40_374400_384000 Donor armL CENTR4 TerminalTEL 68800 26.09
LC_IV_XV_cen15 chr4_41_384000_393600 Donor armL CENTR4 TerminalTEL 59200 41.131
LC_IV_XV_cen15 chr4_42_393600_403200 Donor armL CENTR4 TerminalTEL 49600 57.515
LC_IV_XV_cen15 chr4_43_403200_412800 Donor armL CENTR4 TerminalTEL 40000 76.1
LC_IV_XV_cen15 chr4_44_412800_422400 Donor armL CENTR4 TerminalTEL 30400 96.539
LC_IV_XV_cen15 chr4_45_422400_432000 Donor armL CENTR4 TerminalTEL 20800 117.795
LC_IV_XV_cen15 chr4_46_432000_441600 Donor armL CENTR4 TerminalTEL 11200 139.943
LC_IV_XV_cen15 chr4_47_441600_451200 Donor armL CENTR4 TerminalTEL 1600 158.929
LC_IV_XV_cen15 chr4_48_451200_460800 Donor armR CENTR4 InternalTEL 8000 153.761
LC_IV_XV_cen15 chr4_49_460800_470400 Donor armR CENTR4 InternalTEL 17600 132.141
LC_IV_XV_cen15 chr4_50_470400_480000 Donor armR CENTR4 InternalTEL 27200 107.919
LC_IV_XV_cen15 chr4_51_480000_489600 Donor armR CENTR4 InternalTEL 36800 85.707
LC_IV_XV_cen15 chr4_52_489600_499200 Donor armR CENTR4 InternalTEL 46400 66.43
LC_IV_XV_cen15 chr4_53_499200_508800 Donor armR CENTR4 InternalTEL 56000 48.551
LC_IV_XV_cen15 chr4_54_508800_518400 Donor armR CENTR4 InternalTEL 65600 32.691
LC_IV_XV_cen15 chr4_55_518400_528000 Donor armR CENTR4 InternalTEL 75200 18.734
LC_IV_XV_cen15 chr4_56_528000_537600 Donor armR CENTR4 InternalTEL 84800 6.463
LC_IV_XV_cen15 chr4_57_537600_547200 Donor armR CENTR4 InternalTEL 94400 -4.207
LC_IV_XV_cen15 chr4_58_547200_556800 Donor armR CENTR4 InternalTEL 104000 -14.016
LC_IV_XV_cen15 chr4_59_556800_566400 Donor armR CENTR4 InternalTEL 113600 -22.467
LC_IV_XV_cen15 chr4_60_566400_576000 Donor armR CENTR4 InternalTEL 123200 -29.503
LC_IV_XV_cen15 chr4_61_576000_585600 Donor armR CENTR4 InternalTEL 132800 -35.604
LC_IV_XV_cen15 chr4_62_585600_595200 Donor armR CENTR4 InternalTEL 142400 -40.348
LC_IV_XV_cen15 chr4_63_595200_604800 Donor armR CENTR4 InternalTEL 152000 -43.385
LC_IV_XV_cen15 chr4_64_604800_614400 Donor armR CENTR4 InternalTEL 161600 -45.922
LC_IV_XV_cen15 chr4_65_614400_624000 Donor armR CENTR4 InternalTEL 171200 -48.001
LC_IV_XV_cen15 chr4_66_624000_633600 Donor armR CENTR4 InternalTEL 180800 -49.054
LC_IV_XV_cen15 chr4_67_633600_643200 Donor armR CENTR4 InternalTEL 190400 -50.064
LC_IV_XV_cen15 chr4_68_643200_652800 Donor armR CENTR4 InternalTEL 200000 -50.271
LC_IV_XV_cen15 chr4_69_652800_662400 Donor armR CENTR4 InternalTEL 209600 -49.876
LC_IV_XV_cen15 chr4_70_662400_672000 Donor armR CENTR4 InternalTEL 219200 -49.85
LC_IV_XV_cen15 chr4_71_672000_681600 Donor armR CENTR4 InternalTEL 228800 -49.414
LC_IV_XV_cen15 chr4_72_681600_691200 Donor armR CENTR4 InternalTEL 238400 -48.029
LC_IV_XV_cen15 chr4_73_691200_700800 Donor armR CENTR4 InternalTEL 248000 -46.116
LC_IV_XV_cen15 chr4_74_700800_710400 Donor armR CENTR4 InternalTEL 257600 -44.87
LC_IV_XV_cen15 chr4_75_710400_720000 Donor armR CENTR4 InternalTEL 267200 -43.309
LC_IV_XV_cen15 chr4_76_720000_729600 Donor armR CENTR4 InternalTEL 276800 -42.045
LC_IV_XV_cen15 chr4_77_729600_739200 Donor armR CENTR4 InternalTEL 286400 -39.807
LC_IV_XV_cen15 chr4_78_739200_748800 Donor armR CENTR4 InternalTEL 296000 -37.146
LC_IV_XV_cen15 chr4_79_748800_758400 Donor armR CENTR4 InternalTEL 305600 -34.966
LC_IV_XV_cen15 chr4_80_758400_768000 Donor armR CENTR4 InternalTEL 315200 -33.126
LC_IV_XV_cen15 chr4_81_768000_777600 Donor armR CENTR4 InternalTEL 324800 -29.991
LC_IV_XV_cen15 chr4_82_777600_787200 Donor armR CENTR4 InternalTEL 334400 -27.153
LC_IV_XV_cen15 chr4_83_787200_796800 Donor armR CENTR4 InternalTEL 344000 -24.77
LC_IV_XV_cen15 chr4_84_796800_806400 Donor armR CENTR4 InternalTEL 353600 -23.944
LC_IV_XV_cen15 chr4_85_806400_816000 Donor armR CENTR4 InternalTEL 363200 -23.801
LC_IV_XV_cen15 chr4_86_816000_825600 Donor armR CENTR4 InternalTEL 372800 -23.362
LC_IV_XV_cen15 chr4_87_825600_835200 Donor armR CENTR4 InternalTEL 382400 -22.082
LC_IV_XV_cen15 chr4_88_835200_844800 Donor armR CENTR4 InternalTEL 392000 -20.642
LC_IV_XV_cen15 chr4_89_844800_854400 Donor armR CENTR4 InternalTEL 401600 -18.087
LC_IV_XV_cen15 chr4_90_854400_864000 Donor armR CENTR4 InternalTEL 411200 -15.137
LC_IV_XV_cen15 chr4_91_864000_873600 Donor armR CENTR4 InternalTEL 420800 -12.389
LC_IV_XV_cen15 chr4_92_873600_883200 Donor armR CENTR4 InternalTEL 430400 -10.894
LC_IV_XV_cen15 chr4_93_883200_892800 Donor armR CENTR4 InternalTEL 440000 -9.357
LC_IV_XV_cen15 chr4_94_892800_902400 Donor armR CENTR4 InternalTEL 449600 -7.818
LC_IV_XV_cen15 chr4_95_902400_912000 Donor armR CENTR4 InternalTEL 459200 -6.522
LC_IV_XV_cen15 chr4_96_912000_921600 Donor armR CENTR4 InternalTEL 468800 -5.016
LC_IV_XV_cen15 chr4_97_921600_931200 Donor armR CENTR4 InternalTEL 478400 -3.768
LC_IV_XV_cen15 chr4_98_931200_940800 Donor armR CENTR4 InternalTEL 488000 -2.138
LC_IV_XV_cen15 chr4_99_940800_950400 Donor armR CENTR4 InternalTEL 497600 -1.077
LC_IV_XV_cen15 chr4_100_950400_960000 Donor armR CENTR4 InternalTEL 507200 -0.402
LC_IV_XV_cen15 chr4_101_960000_969600 Donor armR CENTR4 InternalTEL 516800 0.492
LC_IV_XV_cen15 chr4_102_969600_979200 Donor armR CENTR4 InternalTEL 526400 1.354
LC_IV_XV_cen15 chr4_103_979200_988800 Donor armR CENTR4 InternalTEL 536000 2.527
LC_IV_XV_cen15 chr4_104_988800_998400 Donor armR TELR4 InternalTEL 542400 4.159
LC_IV_XV_cen15 chr4_105_998400_1008000 Donor armR TELR4 InternalTEL 532800 5.529
LC_IV_XV_cen15 chr4_106_1008000_1017600 Donor armR TELR4 InternalTEL 523200 6.012
LC_IV_XV_cen15 chr4_107_1017600_1027200 Donor armR TELR4 InternalTEL 513600 6.111
LC_IV_XV_cen15 chr4_108_1027200_1036800 Donor armR TELR4 InternalTEL 504000 5.881
LC_IV_XV_cen15 chr4_109_1036800_1046400 Donor armR TELR4 InternalTEL 494400 6.007
LC_IV_XV_cen15 chr4_110_1046400_1056000 Donor armR TELR4 InternalTEL 484800 5.329
LC_IV_XV_cen15 chr4_111_1056000_1065600 Donor armR TELR4 InternalTEL 475200 5.896
LC_IV_XV_cen15 chr4_112_1065600_1075200 Donor armR TELR4 InternalTEL 465600 6.684
LC_IV_XV_cen15 chr4_113_1075200_1084800 Donor armR TELR4 InternalTEL 456000 7.199
LC_IV_XV_cen15 chr4_114_1084800_1094400 Donor armR TELR4 InternalTEL 446400 7.741
LC_IV_XV_cen15 chr4_115_1094400_1104000 Donor armR TELR4 InternalTEL 436800 7.249
LC_IV_XV_cen15 chr4_116_1104000_1113600 Donor armR TELR4 InternalTEL 427200 7.021
LC_IV_XV_cen15 chr4_117_1113600_1123200 Donor armR TELR4 InternalTEL 417600 7.198
LC_IV_XV_cen15 chr4_118_1123200_1132800 Donor armR TELR4 InternalTEL 408000 7.894
LC_IV_XV_cen15 chr4_119_1132800_1142400 Donor armR TELR4 InternalTEL 398400 7.91
LC_IV_XV_cen15 chr4_120_1142400_1152000 Donor armR TELR4 InternalTEL 388800 7.488
LC_IV_XV_cen15 chr4_121_1152000_1161600 Donor armR TELR4 InternalTEL 379200 7.44
LC_IV_XV_cen15 chr4_122_1161600_1171200 Donor armR TELR4 InternalTEL 369600 8.098
LC_IV_XV_cen15 chr4_123_1171200_1180800 Donor armR TELR4 InternalTEL 360000 8.532
LC_IV_XV_cen15 chr4_124_1180800_1190400 Donor armR TELR4 InternalTEL 350400 8.73
LC_IV_XV_cen15 chr4_125_1190400_1200000 Donor armR TELR4 InternalTEL 340800 9.376
LC_IV_XV_cen15 chr4_126_1200000_1209600 Donor armR TELR4 InternalTEL 331200 10.116
LC_IV_XV_cen15 chr4_127_1209600_1219200 Donor armR TELR4 InternalTEL 321600 10.286
LC_IV_XV_cen15 chr4_128_1219200_1228800 Donor armR TELR4 InternalTEL 312000 11.214
LC_IV_XV_cen15 chr4_129_1228800_1238400 Donor armR TELR4 InternalTEL 302400 12.758
LC_IV_XV_cen15 chr4_130_1238400_1248000 Donor armR TELR4 InternalTEL 292800 13.862
LC_IV_XV_cen15 chr4_131_1248000_1257600 Donor armR TELR4 InternalTEL 283200 14.833
LC_IV_XV_cen15 chr4_132_1257600_1267200 Donor armR TELR4 InternalTEL 273600 15.925
LC_IV_XV_cen15 chr4_133_1267200_1276800 Donor armR TELR4 InternalTEL 264000 17.093
LC_IV_XV_cen15 chr4_134_1276800_1286400 Donor armR TELR4 InternalTEL 254400 19.158
LC_IV_XV_cen15 chr4_135_1286400_1296000 Donor armR TELR4 InternalTEL 244800 21.213
LC_IV_XV_cen15 chr4_136_1296000_1305600 Donor armR TELR4 InternalTEL 235200 23.117
LC_IV_XV_cen15 chr4_137_1305600_1315200 Donor armR TELR4 InternalTEL 225600 25.272
LC_IV_XV_cen15 chr4_138_1315200_1324800 Donor armR TELR4 InternalTEL 216000 27.27
LC_IV_XV_cen15 chr4_139_1324800_1334400 Donor armR TELR4 InternalTEL 206400 29.901
LC_IV_XV_cen15 chr4_140_1334400_1344000 Donor armR TELR4 InternalTEL 196800 33.095
LC_IV_XV_cen15 chr4_141_1344000_1353600 Donor armR TELR4 InternalTEL 187200 35.902
LC_IV_XV_cen15 chr4_142_1353600_1363200 Donor armR TELR4 InternalTEL 177600 38.761
LC_IV_XV_cen15 chr4_143_1363200_1372800 Donor armR TELR4 InternalTEL 168000 42.233
LC_IV_XV_cen15 chr4_144_1372800_1382400 Donor armR TELR4 InternalTEL 158400 45.917
LC_IV_XV_cen15 chr4_145_1382400_1392000 Donor armR TELR4 InternalTEL 148800 49.995
LC_IV_XV_cen15 chr4_146_1392000_1401600 Donor armR TELR4 InternalTEL 139200 54.709
LC_IV_XV_cen15 chr4_147_1401600_1411200 Donor armR TELR4 InternalTEL 129600 59.581
LC_IV_XV_cen15 chr4_148_1411200_1420800 Donor armR TELR4 InternalTEL 120000 64.412
LC_IV_XV_cen15 chr4_149_1420800_1430400 Donor armR TELR4 InternalTEL 110400 70.355
LC_IV_XV_cen15 chr4_150_1430400_1440000 Donor armR TELR4 InternalTEL 100800 75.264
LC_IV_XV_cen15 chr4_151_1440000_1449600 Donor armR TELR4 InternalTEL 91200 81.476
LC_IV_XV_cen15 chr4_152_1449600_1459200 Donor armR TELR4 InternalTEL 81600 87.882
LC_IV_XV_cen15 chr4_153_1459200_1468800 Donor armR TELR4 InternalTEL 72000 95.36
LC_IV_XV_cen15 chr4_154_1468800_1478400 Donor armR TELR4 InternalTEL 62400 103.898
LC_IV_XV_cen15 chr4_155_1478400_1488000 Donor armR TELR4 InternalTEL 52800 113.177
LC_IV_XV_cen15 chr4_156_1488000_1497600 Donor armR TELR4 InternalTEL 43200 123.341
LC_IV_XV_cen15 chr4_157_1497600_1507200 Donor armR TELR4 InternalTEL 33600 134.812
LC_IV_XV_cen15 chr4_158_1507200_1516800 Donor armR TELR4 InternalTEL 24000 150.435
LC_IV_XV_cen15 chr4_159_1516800_1526400 Donor armR TELR4 InternalTEL 14400 171.365
LC_IV_XV_cen15 chr4_160_1526400_1536000 Donor armR TELR4 InternalTEL 4800 187.288
LC_IV_XV_cen15 chr5_1_0_9600 NoFused armL TELL5 TerminalTEL 4800 1.743
LC_IV_XV_cen15 chr5_2_9600_19200 NoFused armL TELL5 TerminalTEL 14400 2.425
LC_IV_XV_cen15 chr5_3_19200_28800 NoFused armL TELL5 TerminalTEL 24000 2.82
LC_IV_XV_cen15 chr5_4_28800_38400 NoFused armL TELL5 TerminalTEL 33600 3.308
LC_IV_XV_cen15 chr5_5_38400_48000 NoFused armL TELL5 TerminalTEL 43200 2.833
LC_IV_XV_cen15 chr5_6_48000_57600 NoFused armL TELL5 TerminalTEL 52800 2.25
LC_IV_XV_cen15 chr5_7_57600_67200 NoFused armL TELL5 TerminalTEL 62400 2.067
LC_IV_XV_cen15 chr5_8_67200_76800 NoFused armL TELL5 TerminalTEL 72000 1.85
LC_IV_XV_cen15 chr5_9_76800_86400 NoFused armL CENTR5 TerminalTEL 68800 1.057
LC_IV_XV_cen15 chr5_10_86400_96000 NoFused armL CENTR5 TerminalTEL 59200 1.618
LC_IV_XV_cen15 chr5_11_96000_105600 NoFused armL CENTR5 TerminalTEL 49600 2.417
LC_IV_XV_cen15 chr5_12_105600_115200 NoFused armL CENTR5 TerminalTEL 40000 2.081
LC_IV_XV_cen15 chr5_13_115200_124800 NoFused armL CENTR5 TerminalTEL 30400 2.123
LC_IV_XV_cen15 chr5_14_124800_134400 NoFused armL CENTR5 TerminalTEL 20800 2.573
LC_IV_XV_cen15 chr5_15_134400_144000 NoFused armL CENTR5 TerminalTEL 11200 2.446
LC_IV_XV_cen15 chr5_16_144000_153600 NoFused armL CENTR5 TerminalTEL 1600 1.762
LC_IV_XV_cen15 chr5_17_153600_163200 NoFused armR CENTR5 TerminalTEL 8000 1.034
LC_IV_XV_cen15 chr5_18_163200_172800 NoFused armR CENTR5 TerminalTEL 17600 0.414
LC_IV_XV_cen15 chr5_19_172800_182400 NoFused armR CENTR5 TerminalTEL 27200 -0.711
LC_IV_XV_cen15 chr5_20_182400_192000 NoFused armR CENTR5 TerminalTEL 36800 -1.619
LC_IV_XV_cen15 chr5_21_192000_201600 NoFused armR CENTR5 TerminalTEL 46400 -2.118
LC_IV_XV_cen15 chr5_22_201600_211200 NoFused armR CENTR5 TerminalTEL 56000 -2.042
LC_IV_XV_cen15 chr5_23_211200_220800 NoFused armR CENTR5 TerminalTEL 65600 -1.826
LC_IV_XV_cen15 chr5_24_220800_230400 NoFused armR CENTR5 TerminalTEL 75200 -1.534
LC_IV_XV_cen15 chr5_25_230400_240000 NoFused armR CENTR5 TerminalTEL 84800 -1.186
LC_IV_XV_cen15 chr5_26_240000_249600 NoFused armR CENTR5 TerminalTEL 94400 -1.846
LC_IV_XV_cen15 chr5_27_249600_259200 NoFused armR CENTR5 TerminalTEL 104000 -2.4
LC_IV_XV_cen15 chr5_28_259200_268800 NoFused armR CENTR5 TerminalTEL 113600 -2.99
LC_IV_XV_cen15 chr5_29_268800_278400 NoFused armR CENTR5 TerminalTEL 123200 -3.439
LC_IV_XV_cen15 chr5_30_278400_288000 NoFused armR CENTR5 TerminalTEL 132800 -3.319
LC_IV_XV_cen15 chr5_31_288000_297600 NoFused armR CENTR5 TerminalTEL 142400 -3.451
LC_IV_XV_cen15 chr5_32_297600_307200 NoFused armR CENTR5 TerminalTEL 152000 -4.128
LC_IV_XV_cen15 chr5_33_307200_316800 NoFused armR CENTR5 TerminalTEL 161600 -4.577
LC_IV_XV_cen15 chr5_34_316800_326400 NoFused armR CENTR5 TerminalTEL 171200 -4.266
LC_IV_XV_cen15 chr5_35_326400_336000 NoFused armR CENTR5 TerminalTEL 180800 -4
LC_IV_XV_cen15 chr5_36_336000_345600 NoFused armR CENTR5 TerminalTEL 190400 -3.944
LC_IV_XV_cen15 chr5_37_345600_355200 NoFused armR CENTR5 TerminalTEL 200000 -4.28
LC_IV_XV_cen15 chr5_38_355200_364800 NoFused armR CENTR5 TerminalTEL 209600 -4.325
LC_IV_XV_cen15 chr5_39_364800_374400 NoFused armR TELR5 TerminalTEL 206400 -3.91
LC_IV_XV_cen15 chr5_40_374400_384000 NoFused armR TELR5 TerminalTEL 196800 -4.278
LC_IV_XV_cen15 chr5_41_384000_393600 NoFused armR TELR5 TerminalTEL 187200 -4.648
LC_IV_XV_cen15 chr5_42_393600_403200 NoFused armR TELR5 TerminalTEL 177600 -5.193
